artist,album,albumyear,bayesian,votes,rating,played
Anuryzm,All Is Not for All,2015,4.42,1,4.50,1
AnVision,Love & Hate,2020,4.66,15,4.70,38
AnVision,New World,2016,4.61,9,4.67,8
AnVision,Astral Phase,2012,4.82,5,5.00,28
Anyone,In Humanity,2021,3.85,6,3.67,13
Anyone's Daughter,Requested Document Live 1980-1983 - Disk 1,2001,4.53,6,4.58,12
Anyone's Daughter,Requested Document Live 1980-1983 - Disc 2,2001,4.59,1,5.00,10
Anyone's Daughter,Neue Sterne,1983,4.25,5,4.20,39
Anyone's Daughter,In Blau,1982,4.46,4,4.50,26
Anyone's Daughter,Anyone's Daughter,1980,4.20,7,4.14,18
Anyone's Daughter,Adonis,1979,4.70,19,4.74,169
Aperco,The Battle,2016,3.94,2,3.50,1
Aphelion,The Labour Division,2018,4.35,3,4.33,6
Apocalyptica,Faraway vol. II [CD-SINGLE],2003,4.42,1,4.50,3
Apocalyptica,Reflections.,2003,4.23,12,4.21,44
Apogee,The Blessing And The Curse,2021,4.29,4,4.25,2
Apogee,Endurance of the Obsolete,2020,3.89,5,3.70,19
Apogee,Conspiracy Of Fools,2018,4.33,8,4.31,21
Apogee,The Art of Mind,2015,3.94,2,3.50,17
Appearance of Nothing,In Times of Darkness,2019,4.05,3,3.83,3
Appearance of Nothing,A New Beginning,2014,4.38,4,4.38,6
Appearance of Nothing,All Gods Are Gone,2010,4.29,4,4.25,6
Apple Pie,The Gates Of Never,2013,4.48,13,4.50,111
Apple Pie,Crossroad,2007,4.64,11,4.68,275
AppleSmellColour,Unscrupulousness,2015,4.36,14,4.36,146
Arabs in Aspic,Madness and Magic,2020,4.55,22,4.57,48
Arabs in Aspic,Syndenes Magi,2017,4.74,14,4.79,57
Arabs in Aspic,Victim of Your Father's Agony,2015,4.59,1,5.00,17
Arabs in Aspic,Pictures In A Dream,2013,4.47,5,4.50,9
Arabs in Aspic,Strange Frame Of Mind,2011,4.44,11,4.45,19
Arabs in Aspic,Far out in Aradabia,2004,4.25,1,4.00,5
Arachnes,A New Day,2011,4.54,4,4.62,11
Arago,The Flying Dutchman,2017,4.44,2,4.50,7
Aragon,Rocking Horse,1993,4.25,1,4.00,7
Arc Angel,Harlequins Of Light,2013,4.54,5,4.60,11
Arc Angel,Arc Angel,1983,4.44,19,4.45,177
Arc Angel-Cannata,Tamorok,2002,4.66,15,4.70,280
Arc Of Life,Arc of Life,2021,4.14,7,4.07,41
Arcadelt,Arc8,2019,4.15,3,4.00,4
Arcane,Known - Learned Disk 1,2015,4.65,3,4.83,32
Arcane,Chronicles of the Waking Dream,2009,4.66,6,4.75,38
Arch/Matheos,Winter Ethereal,2019,4.47,25,4.48,56
Arch/Matheos,Sympathetic Resonance,2011,4.81,18,4.86,64
Archaïa,Archaïa,1977,3.97,5,3.80,24
Archangel,Third Warning,2021,4.48,10,4.50,41
Arcpelago,Simbiose,2016,4.25,1,4.00,1
Area,Arbeit Macht Frei,1973,4.09,1,3.50,1
Areknames,In Case Of Loss...,2010,4.06,19,4.03,39
Arena,The Theory Of Molecular Inheritance,2022,4.57,24,4.58,31
Arena,Double Vision,2018,4.56,28,4.57,103
Arena,The Unquiet Sky,2015,4.52,38,4.53,229
Arena,The Seventh Degree Of Separation,2011,4.79,16,4.84,288
Arena,Pepper's Ghost,2005,4.62,41,4.63,705
Arena,Live And Life (Disk 2),2004,4.67,14,4.71,258
Arena,Live And Life (Disk 1),2004,4.68,5,4.80,76
Arena,Contagion,2003,4.79,30,4.82,669
Arena,Immortal?,2000,4.51,29,4.52,610
Arena,The Visitor,1998,4.84,44,4.86,582
Arena,Pride,1996,4.52,13,4.54,16
Argos,The Other Life,2021,4.47,6,4.50,20
Argos,Unidentified Dying Objects,2018,4.04,4,3.88,23
Argovia,Distant Present,2017,4.25,1,4.00,4
Arjen Anthony Lucassen,Lost In The New Real,2012,4.52,13,4.54,117
Arjen Anthony Lucassen,Strange Hobby,1996,4.30,17,4.29,127
Ark,Burn The Sun,2001,4.65,30,4.67,129
Ark,Ark,2001,4.53,7,4.57,12
Arlon,Mimetic Desires,2015,4.32,2,4.25,22
Arlon,On the Edge,2013,4.25,1,4.00,36
Armed Cloud,Master Device & Slave Machines,2017,4.40,10,4.40,25
Armed Cloud,Obsidian Desert,2015,4.25,1,4.00,2
Armonite,The Sun is New Each Day,2015,4.28,6,4.25,27
Arnaud Bukwald,La Marmite Cosmique Six,2020,4.07,2,3.75,11
Arnaud Bukwald,La Marmite Cosmique IV,2018,3.92,1,3.00,1
Arnaud Bukwald,La Marmite Cosmique,2016,4.25,1,4.00,1
Arnioe,Doesn't It End Here?,2015,4.19,2,4.00,13
ArrowBridge,Sirius,2018,4.25,1,4.00,6
Ars Nova,Chrysalis - Force for the Fourth,2004,4.40,15,4.40,186
Ars Nova,The Book of the Dead,1998,4.38,4,4.38,102
Ars Nova,The Goddess of Darkness,1996,4.25,5,4.20,54
Ars Pro Vita,Peace,2020,4.29,4,4.25,35
Ars Pro Vita,Cords,2020,4.04,5,3.90,8
Art Of Illusion,Cold War Of Solipsism,2018,4.54,5,4.60,29
Art Of Illusion,Round Square Of The Triangle,2014,4.32,2,4.25,2
Art Of Simplicity,When Fables Have a Bitter Taste,2016,4.09,1,3.50,2
Artaius,The Fifth Season,2013,4.25,1,4.00,1
Artension,New Discovery,2002,4.19,2,4.00,12
Artension,Sacred Pathways,2001,4.42,1,4.50,15
Artension,Machine,2000,4.19,2,4.00,7
Artension,Phoenix Rising,1997,4.44,2,4.50,18
Artension,Into The Eye Of The Storm,1996,4.25,1,4.00,7
Artificial Language,Now We Sleep,2019,4.40,10,4.40,16
Artificial Language,The Observer,2017,4.32,2,4.25,2
Artificial Silence,Negative Space,2018,4.52,12,4.54,13
Artikon,Evolution,2018,4.75,3,5.00,7
Arwen,Illusions,2004,4.35,3,4.33,8
Arya,Dreamwars,2017,4.19,2,4.00,2
ARZ,Turn Of The Tide,2011,4.32,5,4.30,16
As Follows,The Narrative Of Arthur Gordon Pym,2015,4.53,7,4.57,43
Ascendancy,The Amazing Ascendancy versus Count Illuminatus,2014,4.25,1,4.00,4
Ascension Theory,Answers,2005,4.58,7,4.64,42
Ascension Theory,Regeneration,2004,4.25,7,4.21,10
Asgard,Arkana,1992,4.25,3,4.17,14
Ashent,Deconstructive,2009,3.94,2,3.50,7
Ashland,Yin & Yang,1997,4.77,12,4.83,295
Ashra,New Age Of Earth,1976,4.15,3,4.00,7
Asia,Phoenix,2008,4.53,8,4.56,154
Asia,Aqua,1992,4.55,3,4.67,86
Asia,Astra,1985,4.28,13,4.27,247
Asia,Alpha,1983,4.61,27,4.63,236
Asia,Asia,1982,4.67,42,4.68,574
Asia Minor,Points of Libration,2021,4.22,6,4.17,38
Asrai,Touch In The Dark,2004,4.35,3,4.33,9
Assaf Levy,Defined Infinity,2019,4.68,16,4.72,38
Assignment,Inside Of The Machine,2013,4.19,2,4.00,5
Assolo Di Bongo,Spinning Like A Top,2005,4.46,4,4.50,3
Assolo Di Bongo,Primetime,2001,4.55,3,4.67,3
Astra (US),The Black Chord,2012,4.52,14,4.54,226
Astra (US),The Weirding,2009,4.52,10,4.55,181
Astrakhan,Retrospective,2013,4.25,1,4.00,13
Astral DNA,SUPERGOD,2014,4.54,4,4.63,3
Astral Travellers,The Truth Beyond,2009,4.69,2,5.00,13
Asturias,Electric Asturias: Trinity,2019,4.38,4,4.38,17
Asturias,Across The Ridge To Heaven,2018,4.07,2,3.75,2
Asturias,At the Edge of the World,2016,4.44,2,4.50,20
Asturias,Missing Piece of My Life,2015,4.56,11,4.59,61
Asturias,Electric Asturias: Elementals,2014,4.20,7,4.14,24
Asturias,Electric Asturias: Fractals,2011,4.13,4,4.00,23
Asturias,In Search of the Soul Trees,2008,4.22,6,4.17,49
Asturias,Acoustic Asturias: Marching Grass On The Hill,2006,4.19,2,4.00,18
At Vance,Ride The Sky,2010,4.39,5,4.40,11
Atila,Reviure,1978,4.07,2,3.75,13
Atlantida,Painted Reality,2004,4.32,2,4.25,17
Atlantropa-Project,Atlantropa-Project English Version,2017,4.05,3,3.83,32
Atlas,Blå Vardag,1979,4.77,10,4.85,32
Atmosfear,Zenith,2009,4.10,6,4.00,7
Atmosfear,Inside The Atmosphere,2003,4.51,30,4.52,123
Atmosfear,Atmosfear EP,1997,4.19,2,4.00,4
Atomic Rooster,In Hearing Of,1971,4.32,2,4.25,3
Atomic Rooster,Death Walks Behind You,1970,4.43,17,4.44,82
Atomic Symphony,Hybris,2022,4.29,4,4.25,4
Atomic Symphony,Redemption,2015,4.42,1,4.50,3
Atomixynergy,The Acoustic Vacuum,2012,4.09,1,3.50,2
Aton Five,Childhood's End,2020,4.07,2,3.75,7
Atravan,The Grey Line,2021,4.61,10,4.65,41
Atrox,Monocle,2017,4.35,6,4.33,9
Atrox,Orgasm,2003,3.97,7,3.86,11
Audience,The House On The Hill,1971,4.55,21,4.57,251
Audio'm,Godzilla,2022,4.19,2,4.00,1
Audio'm,Audio'm,2016,4.13,8,4.06,22
Audioplastik,In The Head Of A Maniac,2015,4.22,15,4.20,297
Aurora,Aurora,1977,4.03,8,3.94,20
Auspex,Resolutio,2007,4.25,1,4.00,5
Autumn,Oceanworld,1999,3.85,3,3.50,11
Autumn Electric,Star Being Earth Child,2015,4.18,5,4.10,36
Avandra,Prodigal,2022,4.43,8,4.44,7
Avandra,Skylighting,2020,4.55,13,4.58,31
Avandra,Descender,2019,4.52,9,4.56,21
Avandra,Tymora,2017,4.45,3,4.50,7
Avantasia,Moonglow,2019,4.41,17,4.41,31
Avantasia,Ghostlights,2016,4.41,12,4.42,55
Avantasia,The Mystery of Time,2013,3.85,6,3.67,6
Avantasia,Angel Of Babylon,2011,4.47,5,4.50,26
Avantasia,The Wicked Symphony,2010,4.38,4,4.38,4
Avantasia,The Scarecrow,2008,4.70,19,4.74,59
Avantasia,Lost In Space Part 1,2007,4.57,2,4.75,7
Avantasia,The Metal Opera Pt. II,2002,4.53,8,4.56,15
Avantasia,The Metal Opera Pt. I,2001,4.68,8,4.75,37
Avatarium,The Fire I Long For,2019,4.42,1,4.50,2
Avatarium,Hurricanes and Halos,2017,4.47,6,4.50,4
Avatarium,The Girl With The Raven Mask,2015,4.43,16,4.44,34
Avatarium,Avatarium,2013,4.75,5,4.90,19
Avelion,Illusion of Transparency,2017,4.25,1,4.00,5
Avian,Ashes and Madness,2008,4.05,3,3.83,9
Avian,From the Depths of Time,2005,4.57,9,4.61,18
Awacks,Resilience,2013,4.73,12,4.79,58
Awaiting Dawn,Leave No Trace,2017,4.54,5,4.60,20
Awake,Forever More,2011,4.45,3,4.50,6
Awake By Design,Awake By Design,2020,4.62,13,4.65,36
Awake By Design,Carve the Sun,2015,4.63,8,4.69,12
Awake By Design,Sentiment,2009,4.59,1,5.00,2
Axial Lead,Of Infamous Credentials,2014,4.07,2,3.75,2
Ayreon,Electric Castle Live And Other Tales,2020,4.72,27,4.74,77
Ayreon,Transitus CD1,2020,4.62,21,4.64,40
Ayreon,Talk of the Town,2020,4.66,6,4.75,11
Ayreon,Transitus CD2,2020,4.45,22,4.45,50
Ayreon,Ayreon Universe,2018,4.89,31,4.92,59
Ayreon,The Source (CD1),2017,4.88,30,4.92,98
Ayreon,The Source (CD2),2017,4.54,5,4.60,16
Ayreon,The Theater Equation,2016,4.81,7,4.93,21
Ayreon,The Theory of Everything [Disc 1],2013,4.83,17,4.88,56
Ayreon,The Theory of Everything [Disc 2],2013,4.81,10,4.90,33
Ayreon,01011001 (Disc 1),2008,4.89,32,4.92,135
Ayreon,01011001 (Disc 2),2008,4.87,30,4.90,113
Ayreon,The Final Experiment Special Edition (Bonus CD),2005,4.04,4,3.87,18
Ayreon,The Human Equation (1),2004,4.82,25,4.86,106
Ayreon,The Human Equation (2),2004,4.82,24,4.85,103
Ayreon,Actual Fantasy Revisited,2004,4.78,17,4.82,45
Ayreon,Day Eleven - Love,2004,4.38,8,4.38,9
Ayreon,Universal Migrator Part II: Flight Of The Migrator,2000,4.88,21,4.93,86
Ayreon,Universal Migrator Part I - The Dream Sequencer,2000,4.74,67,4.75,1470
Ayreon,Ayreonauts Only,2000,4.25,3,4.17,17
Ayreon,Into The Electric Castle (1),1998,4.88,17,4.94,72
Ayreon,Into The Electric Castle (2),1998,4.79,18,4.83,73
Ayreon,The Final Experiment,1995,4.87,19,4.92,61
Azure,Of Brine and Angel's Beaks,2021,4.60,6,4.67,49
Babylon,Babylon,1978,4.30,12,4.29,50
Backfire,The Two of Us,2022,4.58,7,4.64,9
Backhand,Through The Turbulence,2014,4.13,8,4.06,26
BAD As,Crucified Society,2020,4.59,1,5.00,23
BAD As,Midnight Curse,2018,4.19,2,4.00,6
Bad Dreams,Frozen Heart,2020,4.25,1,4.00,16
Bad Dreams,Chrysalis,2017,4.04,5,3.90,16
Bad Dreams,Déjà Vu,2016,4.54,5,4.60,110
Bad Dreams,Apocalypse Of The Mercy,2015,4.11,5,4.00,13
Bad Salad,Puzzled,2013,4.47,6,4.50,9
Bad Salad,Uncivilized,2012,4.81,15,4.87,32
Bader Nana,Wormwood II,2021,4.73,23,4.76,42
Bader Nana,Devolver,2017,4.54,17,4.56,50
Bader Nana,Anthology,2013,4.72,6,4.83,12
Bader Nana,"Gears Of War ""Metal Version""",2011,4.69,2,5.00,3
Bader Nana,Wormwood,2011,4.53,8,4.56,26
Badger,One Live Badger,1973,4.23,10,4.20,50
Balance Of Power,Heathen Machine,2003,4.61,5,4.70,10
Balance Of Power,Perfect Balance,2001,4.69,15,4.73,53
Balance Of Power,Ten More Tales Of Grand Illusion,1999,4.77,14,4.82,80
Balance Of Power,The Book Of Secrets,1998,4.53,6,4.58,4
Balloon Astronomy,Balloon Astronomy,2011,4.05,12,4.00,56
Banco del Mutuo Soccorso,Darwin!,1991,4.75,5,4.90,12
Banco del Mutuo Soccorso,Banco del Mutuo Soccorso,1975,4.36,7,4.36,12
Banco del Mutuo Soccorso,Io Sono Nato Libero,1973,4.73,10,4.80,15
Bandolirium,Bandolirium,2017,4.25,1,4.00,1
bangbakc,Lot Lizards,2015,4.11,5,4.00,18
Baraka,Inner Resonance,2010,4.46,4,4.50,27
Barclay James Harvest,Octoberon (Deluxe Edition),1976,4.77,10,4.85,8
Barclay James Harvest,Live,1974,4.62,17,4.65,145
Barclay James Harvest,Everyone Is Everybody Else,1974,4.48,13,4.50,26
Barclay James Harvest,Once Again [40th Anniversary Edition],1971,4.75,3,5.00,5
Barock Project,Seven Seas,2019,4.51,19,4.53,50
Barock Project,Detachment,2017,4.51,23,4.52,115
Barock Project,"Vivo, Vol.1",2016,4.58,19,4.61,42
Barock Project,"Vivo, Vol.2",2016,4.52,10,4.55,24
Barock Project,Skyline,2015,4.59,79,4.59,778
Barock Project,Coffee in Neukölln,2012,4.34,9,4.33,37
Barock Project,Rebus,2009,4.47,7,4.50,29
Barock Project,Misteriosevoci,2007,4.18,5,4.10,28
Baroness,Gold & Grey,2018,4.25,5,4.20,7
Baroness,Purple,2015,4.49,16,4.50,29
Baroness,Yellow & Green (Deluxe Edition) (CD 2 - Green),2012,4.45,3,4.50,7
Baroness,Yellow & Green (Deluxe Edition) (CD 1 - Yellow),2012,4.32,2,4.25,6
Baroness,Red,2007,4.69,2,5.00,11
Barracuda Triangle,"Barracuda Triangle ""Electro Shock Therapy""",2014,4.42,1,4.50,39
Basta!,Elemento Antropico,2017,4.19,2,4.00,3
Bastian Per,Way Back Home,2021,4.88,32,4.91,92
Bastian Per,Epic Journey,2019,4.94,27,4.98,68
Be Bop Deluxe,Modern Music,1976,4.13,16,4.09,99
Beardfish,+4626-Comfortzone [Disc 2],2015,4.61,9,4.67,41
Beardfish,+4626-Comfortzone [Disc 1],2015,4.51,17,4.53,82
Beardfish,The Void,2012,4.80,27,4.83,349
Beardfish,Mammoth,2011,4.38,8,4.37,320
Beardfish,Destined Solitaire,2009,4.43,8,4.44,271
Beardfish,Sleeping in Traffic: Part Two,2008,4.55,32,4.56,361
Beardfish,Sleeping in Traffic - Part One,2007,4.64,22,4.66,404
Beardfish,The Sane Day (Disk 1),2005,4.60,11,4.64,160
Beardfish,The Sane Day (Disk 2),2005,4.35,6,4.33,150
Beautiful Sin,The Unexpected,2006,4.66,22,4.68,72
Before Eden,A Realm Reborn,2015,4.25,3,4.17,4
Before Eden,The Legacy of Gaia,2005,4.79,4,5.00,40
Before Giants,Further,2018,4.45,3,4.50,12
Being,Anthropocene,2013,4.46,4,4.50,9
Bela Fleck & The Flecktones,Flight Of The Cosmic Hippo,1991,4.25,17,4.24,95
Believe,Seven Widows,2017,4.27,10,4.25,115
Believe,The Warmest Sun In Winter,2013,4.18,5,4.10,3
Believe,This Bread Is Mine,2009,4.25,5,4.20,166
Believe,Yesterday is a Friend,2008,4.19,2,4.00,107
Believe,Hope To See Another Day,2006,4.15,3,4.00,82
Ben Craven,Monsters From The Id,2022,4.52,11,4.55,10
Ben Craven,Last Chance To Hear,2016,3.88,4,3.63,23
Ben Craven,Two False Idols,2012,4.19,2,4.00,22
Benjamin's Kite,Ingenious Cacophonies,2020,4.32,5,4.30,15
Benjamin's Kite,Antediluvian Euphonies,2018,4.57,9,4.61,13
Bent Knee,You Know What They Mean,2019,4.23,21,4.21,45
Bent Knee,Land Animal,2017,4.08,8,4.00,31
Bent Knee,Say So,2016,4.11,9,4.06,32
Bent Knee,Shiny Eyed Babies,2014,4.20,40,4.19,200
Bent Knee,Bent Knee,2011,4.07,2,3.75,10
Bernard & Pörsti,Robinson Crusoe,2021,4.08,7,4.00,8
Bernard & Pörsti,Gulliver,2020,4.42,14,4.43,58
Bernard & Pörsti,La Tierra,2020,4.32,2,4.25,11
Between 11,The Settlement,2018,4.32,5,4.30,9
Between The Buried And Me,Colors II,2021,4.11,10,4.05,40
Between The Buried And Me,Automata II,2018,4.65,10,4.70,19
Between The Buried And Me,Automata I,2018,4.29,4,4.25,8
Between The Buried And Me,Coma Ecliptic,2015,4.49,35,4.50,70
Beyon-D-Lusion,Intuispection,2005,4.32,5,4.30,11
Beyond the Bridge,The Old Man and the Spirit,2012,4.87,23,4.91,79
Beyond The Epilogue,Beyond The Epilogue,2011,4.25,1,4.00,2
Beyond The Labyrinth,XXV,2022,4.19,2,4.00,7
Beyond The Labyrinth,Signs,2005,4.07,2,3.75,9
Beyond Twilight,For The Love Of Art And The Making,2006,4.86,17,4.91,45
Beyond Twilight,Section X,2005,4.59,49,4.60,176
Beyond Twilight,The Devil's Hall of Fame,2001,4.60,21,4.62,63
Bibeau,Bibeau,2018,4.19,2,4.00,7
Big Big Train,Welcome To The Planet,2022,4.66,33,4.68,52
Big Big Train,Common Ground,2021,4.72,26,4.75,63
Big Big Train,Grand Tour,2019,4.68,25,4.70,94
Big Big Train,The Second Brightest Star,2017,4.57,22,4.59,57
Big Big Train,Grimspound,2017,4.54,31,4.55,149
Big Big Train,Folklore,2016,4.56,39,4.56,263
Big Big Train,Wassail,2015,4.52,9,4.56,31
Big Big Train,English Electric Part Two,2013,4.36,17,4.35,170
Big Big Train,English Electric Part One,2012,4.51,19,4.53,133
Big Big Train,Far Skies Deep Time,2010,4.64,21,4.67,289
Big Big Train,The Underfall Yard,2009,4.78,27,4.81,708
Big Big Train,The Difference Machine,2007,4.25,3,4.17,226
Big Big Train,Gathering Speed,2004,4.40,11,4.41,122
Big Hogg,Pageant Of Beasts,2021,4.48,11,4.50,48
Big Hogg,Gargoyles,2017,4.33,11,4.32,58
Billy McLaughlin,Fingerdance,1996,4.13,4,4.00,120
Billy Sheehan,Cosmic Troubadour,2005,4.52,12,4.54,159
Billy Sherwood,Divided By One,2014,4.47,5,4.50,20
Billy Sherwood,The Art Of Survival,2012,4.22,6,4.17,25
Billy Sherwood,What Was The Question?,2011,4.04,5,3.90,22
Billy Sherwood,Back Against The Wall (Disc 1),2005,4.32,2,4.25,14
Billy Sherwood,Back Against The Wall (Disc 2),2005,4.25,9,4.22,17
Billy Sherwood,No Comment,2003,4.36,7,4.36,107
Billy Sherwood,The Big Peace,1999,3.94,2,3.50,9
Birdeatsbaby,Tanta Furia,2016,4.37,23,4.37,77
Birth,Born,2022,4.46,4,4.50,7
Birth Control,Open Up,2022,4.42,1,4.50,6
Birth Control,Alsatian,2003,4.21,4,4.13,4
Bjørn Riis,Everything To Everyone,2022,4.51,16,4.53,19
Bjørn Riis,A Fleeting Glimpse,2022,4.25,1,4.00,4
Bjørn Riis,A Storm Is Coming,2019,4.65,16,4.69,46
Bjørn Riis,Coming Home,2018,4.04,4,3.88,24
Bjørn Riis,Forever Comes To An End,2017,4.51,21,4.52,147
Bjørn Riis,Lullabies in a Car Crash,2014,4.45,14,4.46,180
Blå Lotus,Högtid,2019,4.28,6,4.25,17
Blå Lotus,Tube Alloys,2018,4.20,7,4.14,14
Black Bonzo,The Guillotine Model Drama,2010,4.37,11,4.36,151
Black Bonzo,Sound Of The Apocalypse,2007,4.68,27,4.70,959
Black Bonzo,Black Bonzo (Lady Of The Light),2005,4.53,21,4.55,363
Black Cube,Last Exile,2013,4.32,2,4.25,18
Black Fate,Ithaca,2020,4.39,9,4.39,22
Black Fate,Between Visions & Lies,2014,4.70,7,4.79,49
Black Mountain,Destroyer,2019,4.47,7,4.50,39
Black Mountain,IV,2016,4.37,23,4.37,206
Black Painted Moon,Personæ,2020,4.58,8,4.63,32
Black Peaks,All That Divides,2018,4.05,3,3.83,1
Black Peaks,Statues,2016,4.13,4,4.00,11
Black Space Riders,Refugeeum,2015,4.49,25,4.50,68
Black Swan,Shake the World,2020,4.19,2,4.00,24
Blackfield,Blackfield V,2016,4.36,18,4.36,109
Blackfield,IV,2013,4.55,13,4.58,81
Blackfield,Welcome to my DNA,2011,4.30,12,4.29,419
Blackfield,Blackfield II,2007,4.57,17,4.59,1211
Blackfield,Blackfield,2004,4.53,22,4.55,698
Blackmore's Night,The Village Lanterne,2006,4.53,20,4.55,261
Blacksmith Tales,The Dark Presence,2021,4.75,19,4.79,81
Bland Bladen,I Grévens Tid,2008,4.47,5,4.50,115
Blank Manuskript,Himmelfahrt,2020,4.32,2,4.25,10
Blank Manuskript,Krásná Hora,2019,4.09,1,3.50,9
Blank Manuskript,The Waiting Soldier,2015,4.20,7,4.14,26
Blank Manuskript,Tales From An Island,2008,4.42,1,4.50,165
Blind Destiny,Suffering Prison,2016,4.04,4,3.87,6
Blind Ego,Preaching To The Choir,2020,4.38,4,4.38,12
Blind Ego,Liquid (Live),2017,4.60,15,4.63,127
Blind Ego,Liquid,2016,4.22,33,4.21,109
Blind Ego,Numb,2009,4.56,10,4.60,330
Blind Ego,Mirror,2007,4.53,8,4.56,467
Blind Golem,A Dream Of Fantasy,2020,4.54,5,4.60,23
Blind Guardian,The God Machine,2022,4.41,6,4.42,5
Blind Guardian,Beyond The Red Mirror,2015,4.25,9,4.22,18
Blind Guardian,At The Edge Of Time,2010,4.72,13,4.77,56
Blind Guardian,Live (CD 2),2003,4.75,5,4.90,19
Blind Guardian,Live (CD 1),2003,4.45,3,4.50,19
Blind Guardian,A Night at the Opera,2002,4.51,16,4.53,46
Blind Guardian,Nightfall in Middle Earth,1998,4.56,11,4.59,39
Blind Guardian,Somewhere Far Beyond,1992,4.63,8,4.69,16
Blind Guardian,Tales From The Twilight World,1991,4.71,11,4.77,10
Blood Ceremony,Lord Of Misrule,2016,4.47,21,4.48,147
Blood Ceremony,The Eldritch Dark,2013,4.53,27,4.54,321
Blotted Science,The Animation Of Entomology,2011,4.37,11,4.36,12
Blotted Science,The Machinations Of Dementia,2007,4.16,9,4.11,9
Blue Mammoth,Stories Of A King,2016,4.16,12,4.12,53
Blue Mammoth,Blue Mammoth,2011,4.13,4,4.00,36
Blue Murder,Blue Murder,1989,4.82,19,4.87,486
Blue Öyster Cult,Don't Fear The Reaper: The Best of Blue Öyster Cult,2000,4.72,42,4.74,412
Blue Öyster Cult,Imaginos,1988,4.48,12,4.50,60
Blue Öyster Cult,Fire Of Unknown Origin,1981,4.79,34,4.81,328
Blue Öyster Cult,On Your Feet Or On Your Knees,1975,4.41,12,4.42,13
Blue Öyster Cult,Secret Treaties (Remastered + Bonus Tracks),1974,4.64,25,4.66,184
Blueminded,When Lights Fade...,2022,4.25,1,4.00,12
Blueminded,Break The Silence,2022,4.28,6,4.25,5
Blueminded,Seize The Day,2016,4.20,12,4.17,32
Blurred Vision,Organized Insanity,2015,4.10,11,4.05,37
Bo Hansson,Mellanväsen (Remastered),2005,3.89,5,3.70,28
Bo Hansson,El-Ahrairah (Remastered),1977,4.58,7,4.64,104
Bo Hansson,Sagan Om Ringen,1970,4.14,7,4.07,22
Bolt,Movement and Detail,2005,4.16,9,4.11,25
Bolt,Circadian Rhythm,2003,4.54,4,4.63,25
Book Of Reflections,Relentless Fighter,2012,4.32,2,4.25,5
Book Of Reflections,Chapter II: Unfold The Future,2006,4.25,1,4.00,3
Book Of Reflections,Book Of Reflections,2004,4.42,1,4.50,1
Borderline Syndrome,Synapses,2017,4.21,9,4.17,8
Borderline Syndrome,Stateless,2012,3.94,2,3.50,3
Borealis,The Offering,2018,4.60,15,4.63,42
Borealis,World of Silence MMXVII,2017,3.92,1,3.00,6
Borealis,Purgatory,2015,4.55,3,4.67,26
Borealis,Fall From Grace,2011,4.07,2,3.75,19
Boss Keloid,Family The Smiling Thrush,2021,4.15,3,4.00,6
Bouncing The Ocean,Going Nowhere,2014,3.96,4,3.75,3
Box of Shamans,Belief and Illusion,2015,3.88,4,3.63,32
Bozzio Levin Stevens,Situation Dangerous,2000,4.57,9,4.61,525
Bozzio Levin Stevens,Black Light Syndrome,1997,4.36,14,4.36,398
Brainchild,Healing Of The Lunatic Owl,1970,4.44,11,4.45,90
Brainstorm (DE),Memorial Roots,2010,4.46,4,4.50,17
Branch Arterial,Beyond The Border,2017,4.25,1,4.00,5
Brand X,Masques,1978,4.46,18,4.47,138
Brand X,Morrocan Roll,1977,4.52,36,4.53,265
Brand X,Unorthodox Behaviour,1976,4.45,34,4.46,230
Brave,Waist Deep in Dark Waters,2003,4.44,2,4.50,4
Brazen Abbot,My resurrection,2005,4.64,7,4.71,110
Brazen Abbot,Guilty as Sin,2003,4.25,3,4.17,71
Brazen Abbot,Eye Of The Storm,1997,4.25,1,4.00,31
Brazen Abbot,Bad Religion,1997,4.04,4,3.88,39
Breaking Orbit,Transcension,2015,4.07,2,3.75,5
Breaking Orbit,The Time Traveller,2012,4.42,1,4.50,3
Breath Of Nibiru,Skyline Bazaar,2016,4.09,1,3.50,1
Brett Garsed,Dark Matter,2011,4.56,10,4.60,162
Brett Garsed,Big Sky,2002,4.64,7,4.71,222
Brett Garsed & T.J. Helmerich,Exempt,1994,4.16,6,4.08,115
Brian Eno,Ambient 4 On Land,1982,4.48,11,4.50,49
Brian Eno,Another Green World,1975,4.38,4,4.38,34
Brian Eno & David Byrne,My Life In The Bush Of Ghosts,1981,4.10,11,4.05,126
Brian Eno with Jon Hopkins & Leo Abrahams,Small Craft On A Milk Sea,2010,4.39,9,4.39,28
Briand Boursin Rohr,The View Inside,2019,4.32,2,4.25,4
Brieg Guerveno,Valgori,2016,4.07,2,3.75,3
Brieg Guerveno,Ar Bed Kloz,2014,3.92,1,3.00,3
Brighteye Brison,Believers & Deceivers,2008,4.52,9,4.56,207
Brighteye Brison,Stories,2006,4.63,4,4.75,129
Bringsli,Fjell 2.0,2016,4.07,2,3.75,2
Brother Ape,Karma,2017,4.20,12,4.17,18
Brother Ape,Force Majeure.,2013,3.85,3,3.50,64
Brother Ape,A Rare Moment Of Insight,2010,4.47,7,4.50,90
Brother Ape,Turbulence,2009,4.29,4,4.25,263
Brother Ape,III,2008,4.51,18,4.53,390
Brother Ape,Shangri-La,2006,4.11,9,4.06,273
